month,primary_type,incidents,year,month_num
2024-05-01,Kidnapping,10,2024,5
2024-05-01,Liquor Law Violation,14,2024,5
2024-05-01,Motor Vehicle Theft,1810,2024,5
2024-05-01,Narcotics,429,2024,5
2024-05-01,Obscenity,3,2024,5
2024-05-01,Offense Involving Children,177,2024,5
2024-05-01,Other Offense,1505,2024,5
2024-05-01,Prostitution,26,2024,5
2024-05-01,Public Indecency,2,2024,5
2024-05-01,Public Peace Violation,74,2024,5
2024-05-01,Robbery,777,2024,5
2024-05-01,Sex Offense,127,2024,5
2024-05-01,Stalking,45,2024,5
2024-05-01,Theft,5201,2024,5
2024-05-01,Weapons Violation,685,2024,5
2024-06-01,All Types,23206,2024,6
2024-06-01,Arson,49,2024,6
2024-06-01,Assault,2080,2024,6
2024-06-01,Battery,4296,2024,6
2024-06-01,Burglary,627,2024,6
2024-06-01,Concealed Carry License Violation,22,2024,6
2024-06-01,Criminal Damage,2577,2024,6
2024-06-01,Criminal Sexual Assault,150,2024,6
2024-06-01,Criminal Trespass,396,2024,6
2024-06-01,Deceptive Practice,1422,2024,6
2024-06-01,Gambling,1,2024,6
2024-06-01,Homicide,67,2024,6
2024-06-01,Human Trafficking,1,2024,6
2024-06-01,Interference With Public Officer,50,2024,6
2024-06-01,Intimidation,14,2024,6
2024-06-01,Kidnapping,10,2024,6
2024-06-01,Liquor Law Violation,13,2024,6
2024-06-01,Motor Vehicle Theft,2046,2024,6
2024-06-01,Narcotics,446,2024,6
2024-06-01,Obscenity,3,2024,6
2024-06-01,Offense Involving Children,157,2024,6
2024-06-01,Other Offense,1413,2024,6
2024-06-01,Prostitution,31,2024,6
2024-06-01,Public Peace Violation,111,2024,6
2024-06-01,Robbery,820,2024,6
2024-06-01,Sex Offense,108,2024,6
2024-06-01,Stalking,42,2024,6
2024-06-01,Theft,5490,2024,6
2024-06-01,Weapons Violation,764,2024,6
2024-07-01,All Types,24100,2024,7
2024-07-01,Arson,36,2024,7
2024-07-01,Assault,2126,2024,7
2024-07-01,Battery,4142,2024,7
2024-07-01,Burglary,764,2024,7
2024-07-01,Concealed Carry License Violation,25,2024,7
2024-07-01,Criminal Damage,2600,2024,7
2024-07-01,Criminal Sexual Assault,150,2024,7
2024-07-01,Criminal Trespass,449,2024,7
2024-07-01,Deceptive Practice,1368,2024,7
2024-07-01,Gambling,2,2024,7
2024-07-01,Homicide,70,2024,7
2024-07-01,Human Trafficking,2,2024,7
2024-07-01,Interference With Public Officer,74,2024,7
2024-07-01,Intimidation,14,2024,7
2024-07-01,Kidnapping,5,2024,7
2024-07-01,Liquor Law Violation,17,2024,7
2024-07-01,Motor Vehicle Theft,1978,2024,7
2024-07-01,Narcotics,540,2024,7
2024-07-01,Obscenity,6,2024,7
2024-07-01,Offense Involving Children,130,2024,7
2024-07-01,Other Narcotic Violation,1,2024,7
2024-07-01,Other Offense,1460,2024,7
2024-07-01,Prostitution,33,2024,7
2024-07-01,Public Indecency,1,2024,7
2024-07-01,Public Peace Violation,101,2024,7
2024-07-01,Robbery,884,2024,7
2024-07-01,Sex Offense,121,2024,7
2024-07-01,Stalking,47,2024,7
2024-07-01,Theft,6067,2024,7
2024-07-01,Weapons Violation,887,2024,7
2024-08-01,All Types,23001,2024,8
2024-08-01,Arson,47,2024,8
2024-08-01,Assault,2042,2024,8
2024-08-01,Battery,3905,2024,8
2024-08-01,Burglary,765,2024,8
2024-08-01,Concealed Carry License Violation,19,2024,8
2024-08-01,Criminal Damage,2591,2024,8
2024-08-01,Criminal Sexual Assault,182,2024,8
2024-08-01,Criminal Trespass,442,2024,8
2024-08-01,Deceptive Practice,1402,2024,8
2024-08-01,Gambling,2,2024,8
2024-08-01,Homicide,57,2024,8
2024-08-01,Human Trafficking,1,2024,8
2024-08-01,Interference With Public Officer,61,2024,8
2024-08-01,Intimidation,15,2024,8
2024-08-01,Kidnapping,7,2024,8
2024-08-01,Liquor Law Violation,14,2024,8
2024-08-01,Motor Vehicle Theft,2013,2024,8
2024-08-01,Narcotics,445,2024,8
2024-08-01,Non-Criminal,1,2024,8
2024-08-01,Obscenity,3,2024,8
2024-08-01,Offense Involving Children,110,2024,8
2024-08-01,Other Narcotic Violation,2,2024,8
2024-08-01,Other Offense,1331,2024,8
2024-08-01,Prostitution,28,2024,8
2024-08-01,Public Peace Violation,120,2024,8
2024-08-01,Robbery,769,2024,8
2024-08-01,Sex Offense,96,2024,8
2024-08-01,Stalking,48,2024,8
2024-08-01,Theft,5723,2024,8
2024-08-01,Weapons Violation,760,2024,8
2024-09-01,All Types,22982,2024,9
2024-09-01,Arson,45,2024,9
2024-09-01,Assault,2125,2024,9
2024-09-01,Battery,4168,2024,9
2024-09-01,Burglary,840,2024,9
2024-09-01,Concealed Carry License Violation,16,2024,9
2024-09-01,Criminal Damage,2511,2024,9
2024-09-01,Criminal Sexual Assault,141,2024,9
2024-09-01,Criminal Trespass,407,2024,9
2024-09-01,Deceptive Practice,1334,2024,9
2024-09-01,Gambling,4,2024,9
2024-09-01,Homicide,49,2024,9
2024-09-01,Human Trafficking,4,2024,9
2024-09-01,Interference With Public Officer,60,2024,9
2024-09-01,Intimidation,15,2024,9
2024-09-01,Kidnapping,13,2024,9
2024-09-01,Liquor Law Violation,24,2024,9
2024-09-01,Motor Vehicle Theft,1871,2024,9
2024-09-01,Narcotics,431,2024,9
2024-09-01,Non-Criminal,1,2024,9
2024-09-01,Obscenity,5,2024,9
2024-09-01,Offense Involving Children,148,2024,9
2024-09-01,Other Narcotic Violation,1,2024,9
2024-09-01,Other Offense,1597,2024,9
2024-09-01,Prostitution,29,2024,9
2024-09-01,Public Peace Violation,98,2024,9
2024-09-01,Robbery,773,2024,9
2024-09-01,Sex Offense,108,2024,9
2024-09-01,Stalking,53,2024,9
2024-09-01,Theft,5388,2024,9
2024-09-01,Weapons Violation,723,2024,9
2024-10-01,All Types,22492,2024,10
2024-10-01,Arson,41,2024,10
2024-10-01,Assault,2144,2024,10
2024-10-01,Battery,3935,2024,10
2024-10-01,Burglary,839,2024,10
2024-10-01,Concealed Carry License Violation,20,2024,10
2024-10-01,Criminal Damage,2499,2024,10
2024-10-01,Criminal Sexual Assault,117,2024,10
2024-10-01,Criminal Trespass,461,2024,10
2024-10-01,Deceptive Practice,1378,2024,10
2024-10-01,Gambling,2,2024,10
2024-10-01,Homicide,60,2024,10
2024-10-01,Human Trafficking,1,2024,10
2024-10-01,Interference With Public Officer,60,2024,10
2024-10-01,Intimidation,12,2024,10
2024-10-01,Kidnapping,8,2024,10
2024-10-01,Liquor Law Violation,14,2024,10
2024-10-01,Motor Vehicle Theft,1755,2024,10
2024-10-01,Narcotics,508,2024,10
2024-10-01,Obscenity,9,2024,10
2024-10-01,Offense Involving Children,124,2024,10
2024-10-01,Other Offense,1392,2024,10
2024-10-01,Prostitution,34,2024,10
2024-10-01,Public Indecency,3,2024,10
2024-10-01,Public Peace Violation,83,2024,10
2024-10-01,Robbery,771,2024,10
2024-10-01,Sex Offense,105,2024,10
2024-10-01,Stalking,48,2024,10
2024-10-01,Theft,5512,2024,10
2024-10-01,Weapons Violation,557,2024,10
2024-11-01,All Types,19734,2024,11
2024-11-01,Arson,32,2024,11
2024-11-01,Assault,1718,2024,11
2024-11-01,Battery,3455,2024,11
2024-11-01,Burglary,759,2024,11
2024-11-01,Concealed Carry License Violation,12,2024,11
2024-11-01,Criminal Damage,2191,2024,11
2024-11-01,Criminal Sexual Assault,124,2024,11
2024-11-01,Criminal Trespass,402,2024,11
2024-11-01,Deceptive Practice,1260,2024,11
2024-11-01,Gambling,2,2024,11
2024-11-01,Homicide,39,2024,11
2024-11-01,Human Trafficking,6,2024,11
2024-11-01,Interference With Public Officer,65,2024,11
2024-11-01,Intimidation,18,2024,11
2024-11-01,Kidnapping,11,2024,11
2024-11-01,Liquor Law Violation,15,2024,11
2024-11-01,Motor Vehicle Theft,1567,2024,11
2024-11-01,Narcotics,573,2024,11
2024-11-01,Obscenity,5,2024,11
2024-11-01,Offense Involving Children,127,2024,11
2024-11-01,Other Offense,1270,2024,11
2024-11-01,Prostitution,34,2024,11
2024-11-01,Public Peace Violation,56,2024,11
2024-11-01,Robbery,757,2024,11
2024-11-01,Sex Offense,89,2024,11
2024-11-01,Stalking,51,2024,11
2024-11-01,Theft,4693,2024,11
2024-11-01,Weapons Violation,403,2024,11
2024-12-01,All Types,19605,2024,12
2024-12-01,Arson,30,2024,12
2024-12-01,Assault,1629,2024,12
2024-12-01,Battery,3550,2024,12
2024-12-01,Burglary,781,2024,12
2024-12-01,Concealed Carry License Violation,14,2024,12
2024-12-01,Criminal Damage,2164,2024,12
2024-12-01,Criminal Sexual Assault,124,2024,12
2024-12-01,Criminal Trespass,429,2024,12
2024-12-01,Deceptive Practice,1214,2024,12
2024-12-01,Gambling,2,2024,12
2024-12-01,Homicide,42,2024,12
2024-12-01,Human Trafficking,1,2024,12
2024-12-01,Interference With Public Officer,48,2024,12
2024-12-01,Intimidation,8,2024,12
2024-12-01,Kidnapping,9,2024,12
2024-12-01,Liquor Law Violation,14,2024,12
2024-12-01,Motor Vehicle Theft,1483,2024,12
2024-12-01,Narcotics,533,2024,12
2024-12-01,Obscenity,4,2024,12
2024-12-01,Offense Involving Children,117,2024,12
2024-12-01,Other Offense,1346,2024,12
2024-12-01,Prostitution,24,2024,12
2024-12-01,Public Indecency,1,2024,12
2024-12-01,Public Peace Violation,55,2024,12
2024-12-01,Robbery,690,2024,12
2024-12-01,Sex Offense,81,2024,12
2024-12-01,Stalking,43,2024,12
2024-12-01,Theft,4687,2024,12
2024-12-01,Weapons Violation,482,2024,12
2025-01-01,All Types,18510,2025,1
2025-01-01,Arson,32,2025,1
2025-01-01,Assault,1537,2025,1
2025-01-01,Battery,3043,2025,1
2025-01-01,Burglary,640,2025,1
2025-01-01,Concealed Carry License Violation,25,2025,1
2025-01-01,Criminal Damage,1787,2025,1
2025-01-01,Criminal Sexual Assault,130,2025,1
2025-01-01,Criminal Trespass,414,2025,1
2025-01-01,Deceptive Practice,1320,2025,1
2025-01-01,Homicide,42,2025,1
2025-01-01,Human Trafficking,2,2025,1
2025-01-01,Interference With Public Officer,92,2025,1
2025-01-01,Intimidation,10,2025,1
2025-01-01,Kidnapping,6,2025,1
2025-01-01,Liquor Law Violation,18,2025,1
2025-01-01,Motor Vehicle Theft,1334,2025,1
2025-01-01,Narcotics,791,2025,1
2025-01-01,Non-Criminal,2,2025,1
2025-01-01,Obscenity,4,2025,1
2025-01-01,Offense Involving Children,133,2025,1
2025-01-01,Other Offense,1567,2025,1
2025-01-01,Prostitution,13,2025,1
2025-01-01,Public Indecency,2,2025,1
2025-01-01,Public Peace Violation,72,2025,1
2025-01-01,Robbery,542,2025,1
2025-01-01,Sex Offense,122,2025,1
2025-01-01,Stalking,45,2025,1
2025-01-01,Theft,4315,2025,1
2025-01-01,Weapons Violation,470,2025,1
2025-02-01,All Types,16530,2025,2
2025-02-01,Arson,29,2025,2
2025-02-01,Assault,1436,2025,2
2025-02-01,Battery,2773,2025,2
2025-02-01,Burglary,521,2025,2
2025-02-01,Concealed Carry License Violation,25,2025,2
2025-02-01,Criminal Damage,1534,2025,2
2025-02-01,Criminal Sexual Assault,106,2025,2
2025-02-01,Criminal Trespass,388,2025,2
2025-02-01,Deceptive Practice,1302,2025,2
2025-02-01,Homicide,21,2025,2
2025-02-01,Interference With Public Officer,68,2025,2
2025-02-01,Intimidation,7,2025,2
2025-02-01,Kidnapping,8,2025,2
2025-02-01,Liquor Law Violation,16,2025,2
2025-02-01,Motor Vehicle Theft,1155,2025,2
2025-02-01,Narcotics,735,2025,2
2025-02-01,Obscenity,4,2025,2
2025-02-01,Offense Involving Children,118,2025,2
2025-02-01,Other Narcotic Violation,3,2025,2
2025-02-01,Other Offense,1320,2025,2
2025-02-01,Prostitution,14,2025,2
2025-02-01,Public Indecency,2,2025,2
2025-02-01,Public Peace Violation,84,2025,2
2025-02-01,Robbery,405,2025,2
2025-02-01,Sex Offense,89,2025,2
2025-02-01,Stalking,36,2025,2
2025-02-01,Theft,3935,2025,2
2025-02-01,Weapons Violation,396,2025,2
2025-03-01,All Types,19774,2025,3
2025-03-01,Arson,35,2025,3
2025-03-01,Assault,1753,2025,3
2025-03-01,Battery,3587,2025,3
2025-03-01,Burglary,599,2025,3
2025-03-01,Concealed Carry License Violation,35,2025,3
2025-03-01,Criminal Damage,2161,2025,3
2025-03-01,Criminal Sexual Assault,153,2025,3
2025-03-01,Criminal Trespass,475,2025,3
2025-03-01,Deceptive Practice,1413,2025,3
2025-03-01,Homicide,37,2025,3
2025-03-01,Human Trafficking,1,2025,3
2025-03-01,Interference With Public Officer,81,2025,3
2025-03-01,Intimidation,9,2025,3
2025-03-01,Kidnapping,10,2025,3
2025-03-01,Liquor Law Violation,17,2025,3
2025-03-01,Motor Vehicle Theft,1289,2025,3
2025-03-01,Narcotics,711,2025,3
2025-03-01,Obscenity,5,2025,3
2025-03-01,Offense Involving Children,136,2025,3
2025-03-01,Other Offense,1503,2025,3
2025-03-01,Prostitution,12,2025,3
2025-03-01,Public Indecency,1,2025,3
2025-03-01,Public Peace Violation,88,2025,3
2025-03-01,Robbery,436,2025,3
2025-03-01,Sex Offense,119,2025,3
2025-03-01,Stalking,30,2025,3
2025-03-01,Theft,4543,2025,3
2025-03-01,Weapons Violation,535,2025,3
2025-04-01,All Types,19653,2025,4
2025-04-01,Arson,39,2025,4
2025-04-01,Assault,1925,2025,4
2025-04-01,Battery,3518,2025,4
2025-04-01,Burglary,712,2025,4
2025-04-01,Concealed Carry License Violation,26,2025,4
2025-04-01,Criminal Damage,2243,2025,4
2025-04-01,Criminal Sexual Assault,145,2025,4
2025-04-01,Criminal Trespass,413,2025,4
2025-04-01,Deceptive Practice,1227,2025,4
2025-04-01,Gambling,2,2025,4
2025-04-01,Homicide,23,2025,4
2025-04-01,Human Trafficking,1,2025,4
2025-04-01,Interference With Public Officer,80,2025,4
2025-04-01,Intimidation,13,2025,4
2025-04-01,Kidnapping,10,2025,4
2025-04-01,Liquor Law Violation,20,2025,4
2025-04-01,Motor Vehicle Theft,1329,2025,4
2025-04-01,Narcotics,645,2025,4
2025-04-01,Obscenity,3,2025,4
2025-04-01,Offense Involving Children,148,2025,4
2025-04-01,Other Offense,1498,2025,4
2025-04-01,Prostitution,12,2025,4
2025-04-01,Public Peace Violation,77,2025,4
2025-04-01,Robbery,423,2025,4
2025-04-01,Sex Offense,110,2025,4
2025-04-01,Stalking,63,2025,4
2025-04-01,Theft,4495,2025,4
2025-04-01,Weapons Violation,453,2025,4
2025-05-01,All Types,20492,2025,5
2025-05-01,Arson,28,2025,5
2025-05-01,Assault,1964,2025,5
2025-05-01,Battery,3772,2025,5
2025-05-01,Burglary,736,2025,5
2025-05-01,Concealed Carry License Violation,22,2025,5
2025-05-01,Criminal Damage,2172,2025,5
2025-05-01,Criminal Sexual Assault,134,2025,5
2025-05-01,Criminal Trespass,424,2025,5
2025-05-01,Deceptive Practice,1264,2025,5
2025-05-01,Gambling,3,2025,5
2025-05-01,Homicide,37,2025,5
2025-05-01,Human Trafficking,1,2025,5
2025-05-01,Interference With Public Officer,77,2025,5
2025-05-01,Intimidation,13,2025,5
2025-05-01,Kidnapping,9,2025,5
2025-05-01,Liquor Law Violation,17,2025,5
2025-05-01,Motor Vehicle Theft,1427,2025,5
2025-05-01,Narcotics,661,2025,5
2025-05-01,Non-Criminal,1,2025,5
2025-05-01,Obscenity,4,2025,5
2025-05-01,Offense Involving Children,158,2025,5
2025-05-01,Other Narcotic Violation,1,2025,5
2025-05-01,Other Offense,1452,2025,5
2025-05-01,Prostitution,12,2025,5
2025-05-01,Public Indecency,1,2025,5
2025-05-01,Public Peace Violation,88,2025,5
2025-05-01,Robbery,537,2025,5
2025-05-01,Sex Offense,119,2025,5
2025-05-01,Stalking,50,2025,5
2025-05-01,Theft,4804,2025,5
2025-05-01,Weapons Violation,504,2025,5
2025-06-01,All Types,21108,2025,6
2025-06-01,Arson,29,2025,6
2025-06-01,Assault,1989,2025,6
2025-06-01,Battery,4055,2025,6
2025-06-01,Burglary,878,2025,6
2025-06-01,Concealed Carry License Violation,29,2025,6
2025-06-01,Criminal Damage,2472,2025,6
2025-06-01,Criminal Sexual Assault,149,2025,6
2025-06-01,Criminal Trespass,403,2025,6
2025-06-01,Deceptive Practice,1209,2025,6
2025-06-01,Gambling,1,2025,6
2025-06-01,Homicide,43,2025,6
2025-06-01,Human Trafficking,1,2025,6
2025-06-01,Interference With Public Officer,68,2025,6
2025-06-01,Intimidation,5,2025,6
2025-06-01,Kidnapping,7,2025,6
2025-06-01,Liquor Law Violation,11,2025,6
2025-06-01,Motor Vehicle Theft,1503,2025,6
2025-06-01,Narcotics,488,2025,6
2025-06-01,Obscenity,7,2025,6
2025-06-01,Offense Involving Children,132,2025,6
2025-06-01,Other Narcotic Violation,2,2025,6
2025-06-01,Other Offense,1277,2025,6
2025-06-01,Prostitution,5,2025,6
2025-06-01,Public Indecency,1,2025,6
2025-06-01,Public Peace Violation,115,2025,6
2025-06-01,Robbery,615,2025,6
2025-06-01,Sex Offense,133,2025,6
2025-06-01,Stalking,44,2025,6
2025-06-01,Theft,4939,2025,6
2025-06-01,Weapons Violation,498,2025,6
2025-07-01,All Types,22651,2025,7
2025-07-01,Arson,37,2025,7
2025-07-01,Assault,2040,2025,7
2025-07-01,Battery,3995,2025,7
2025-07-01,Burglary,952,2025,7
2025-07-01,Concealed Carry License Violation,26,2025,7
2025-07-01,Criminal Damage,2580,2025,7
2025-07-01,Criminal Sexual Assault,147,2025,7
2025-07-01,Criminal Trespass,501,2025,7
2025-07-01,Deceptive Practice,1387,2025,7
2025-07-01,Gambling,1,2025,7
2025-07-01,Homicide,45,2025,7
2025-07-01,Human Trafficking,1,2025,7
2025-07-01,Interference With Public Officer,92,2025,7
2025-07-01,Intimidation,13,2025,7
2025-07-01,Kidnapping,5,2025,7
2025-07-01,Liquor Law Violation,15,2025,7
2025-07-01,Motor Vehicle Theft,1669,2025,7
2025-07-01,Narcotics,628,2025,7
2025-07-01,Obscenity,3,2025,7
2025-07-01,Offense Involving Children,140,2025,7
2025-07-01,Other Narcotic Violation,1,2025,7
2025-07-01,Other Offense,1460,2025,7
2025-07-01,Prostitution,29,2025,7
2025-07-01,Public Peace Violation,109,2025,7
2025-07-01,Robbery,568,2025,7
2025-07-01,Sex Offense,125,2025,7
2025-07-01,Stalking,53,2025,7
2025-07-01,Theft,5402,2025,7
2025-07-01,Weapons Violation,627,2025,7
2025-08-01,All Types,21323,2025,8
2025-08-01,Arson,35,2025,8
2025-08-01,Assault,1967,2025,8
2025-08-01,Battery,3941,2025,8
2025-08-01,Burglary,954,2025,8
2025-08-01,Concealed Carry License Violation,16,2025,8
2025-08-01,Criminal Damage,2365,2025,8
2025-08-01,Criminal Sexual Assault,172,2025,8
2025-08-01,Criminal Trespass,473,2025,8
2025-08-01,Deceptive Practice,1289,2025,8
2025-08-01,Gambling,3,2025,8
2025-08-01,Homicide,46,2025,8
2025-08-01,Human Trafficking,1,2025,8
2025-08-01,Interference With Public Officer,79,2025,8
2025-08-01,Intimidation,16,2025,8
2025-08-01,Kidnapping,8,2025,8
2025-08-01,Liquor Law Violation,22,2025,8
2025-08-01,Motor Vehicle Theft,1553,2025,8
2025-08-01,Narcotics,605,2025,8
2025-08-01,Obscenity,4,2025,8
2025-08-01,Offense Involving Children,132,2025,8
2025-08-01,Other Narcotic Violation,1,2025,8
2025-08-01,Other Offense,1362,2025,8
2025-08-01,Prostitution,33,2025,8
2025-08-01,Public Peace Violation,103,2025,8
2025-08-01,Robbery,567,2025,8
2025-08-01,Sex Offense,91,2025,8
2025-08-01,Stalking,39,2025,8
2025-08-01,Theft,4992,2025,8
2025-08-01,Weapons Violation,454,2025,8
2025-09-01,All Types,20330,2025,9
2025-09-01,Arson,21,2025,9
2025-09-01,Assault,1974,2025,9
2025-09-01,Battery,3795,2025,9
2025-09-01,Burglary,991,2025,9
2025-09-01,Concealed Carry License Violation,18,2025,9
2025-09-01,Criminal Damage,2294,2025,9
2025-09-01,Criminal Sexual Assault,131,2025,9
2025-09-01,Criminal Trespass,447,2025,9
2025-09-01,Deceptive Practice,1236,2025,9
2025-09-01,Gambling,1,2025,9
2025-09-01,Homicide,44,2025,9
2025-09-01,Human Trafficking,1,2025,9
2025-09-01,Interference With Public Officer,77,2025,9
2025-09-01,Intimidation,12,2025,9
2025-09-01,Kidnapping,6,2025,9
2025-09-01,Liquor Law Violation,18,2025,9
2025-09-01,Motor Vehicle Theft,1383,2025,9
2025-09-01,Narcotics,550,2025,9
2025-09-01,Obscenity,6,2025,9
2025-09-01,Offense Involving Children,113,2025,9
2025-09-01,Other Narcotic Violation,1,2025,9
2025-09-01,Other Offense,1467,2025,9
2025-09-01,Prostitution,15,2025,9
2025-09-01,Public Peace Violation,90,2025,9
2025-09-01,Robbery,445,2025,9
2025-09-01,Sex Offense,105,2025,9
2025-09-01,Stalking,61,2025,9
2025-09-01,Theft,4543,2025,9
2025-09-01,Weapons Violation,485,2025,9
2025-10-01,All Types,20962,2025,10
2025-10-01,Arson,26,2025,10
2025-10-01,Assault,1890,2025,10
2025-10-01,Battery,3635,2025,10
2025-10-01,Burglary,1062,2025,10
2025-10-01,Concealed Carry License Violation,16,2025,10
2025-10-01,Criminal Damage,2427,2025,10
2025-10-01,Criminal Sexual Assault,148,2025,10
2025-10-01,Criminal Trespass,507,2025,10
2025-10-01,Deceptive Practice,1226,2025,10
2025-10-01,Homicide,35,2025,10
2025-10-01,Human Trafficking,1,2025,10
2025-10-01,Interference With Public Officer,70,2025,10
2025-10-01,Intimidation,13,2025,10
2025-10-01,Kidnapping,3,2025,10
2025-10-01,Liquor Law Violation,20,2025,10
2025-10-01,Motor Vehicle Theft,1731,2025,10
2025-10-01,Narcotics,637,2025,10
2025-10-01,Obscenity,7,2025,10
2025-10-01,Offense Involving Children,125,2025,10
2025-10-01,Other Offense,1458,2025,10
2025-10-01,Prostitution,27,2025,10
2025-10-01,Public Indecency,1,2025,10
2025-10-01,Public Peace Violation,90,2025,10
2025-10-01,Robbery,437,2025,10
2025-10-01,Sex Offense,114,2025,10
2025-10-01,Stalking,64,2025,10
2025-10-01,Theft,4789,2025,10
2025-10-01,Weapons Violation,403,2025,10
2025-11-01,All Types,18392,2025,11
2025-11-01,Arson,34,2025,11
2025-11-01,Assault,1635,2025,11
2025-11-01,Battery,3402,2025,11
2025-11-01,Burglary,815,2025,11
2025-11-01,Concealed Carry License Violation,19,2025,11
2025-11-01,Criminal Damage,2194,2025,11
2025-11-01,Criminal Sexual Assault,124,2025,11
2025-11-01,Criminal Trespass,434,2025,11
2025-11-01,Deceptive Practice,1049,2025,11
2025-11-01,Gambling,2,2025,11
2025-11-01,Homicide,33,2025,11
2025-11-01,Human Trafficking,1,2025,11
2025-11-01,Interference With Public Officer,73,2025,11
2025-11-01,Intimidation,14,2025,11
2025-11-01,Kidnapping,8,2025,11
2025-11-01,Liquor Law Violation,10,2025,11
2025-11-01,Motor Vehicle Theft,1421,2025,11
2025-11-01,Narcotics,498,2025,11
2025-11-01,Obscenity,2,2025,11
2025-11-01,Offense Involving Children,108,2025,11
2025-11-01,Other Narcotic Violation,1,2025,11
2025-11-01,Other Offense,1234,2025,11
2025-11-01,Prostitution,16,2025,11
2025-11-01,Public Indecency,2,2025,11
2025-11-01,Public Peace Violation,77,2025,11
2025-11-01,Robbery,450,2025,11
2025-11-01,Sex Offense,113,2025,11
2025-11-01,Stalking,51,2025,11
2025-11-01,Theft,4229,2025,11
2025-11-01,Weapons Violation,343,2025,11
2025-12-01,All Types,17462,2025,12
2025-12-01,Arson,29,2025,12
2025-12-01,Assault,1469,2025,12
2025-12-01,Battery,3051,2025,12
2025-12-01,Burglary,869,2025,12
2025-12-01,Concealed Carry License Violation,20,2025,12
2025-12-01,Criminal Damage,1993,2025,12
2025-12-01,Criminal Sexual Assault,133,2025,12
2025-12-01,Criminal Trespass,442,2025,12
2025-12-01,Deceptive Practice,1095,2025,12
2025-12-01,Homicide,25,2025,12
2025-12-01,Human Trafficking,2,2025,12
2025-12-01,Interference With Public Officer,59,2025,12
2025-12-01,Intimidation,19,2025,12
2025-12-01,Kidnapping,9,2025,12
2025-12-01,Liquor Law Violation,16,2025,12
2025-12-01,Motor Vehicle Theft,1449,2025,12
2025-12-01,Narcotics,468,2025,12
2025-12-01,Obscenity,6,2025,12
2025-12-01,Offense Involving Children,104,2025,12
2025-12-01,Other Offense,1203,2025,12
2025-12-01,Prostitution,1,2025,12
2025-12-01,Public Peace Violation,63,2025,12
2025-12-01,Robbery,386,2025,12
2025-12-01,Sex Offense,89,2025,12
2025-12-01,Stalking,40,2025,12
2025-12-01,Theft,4145,2025,12
2025-12-01,Weapons Violation,277,2025,12
